Geographic Area,Student Subgroup,Scenario (Percent of dropouts who graduate),Combined increased annual earnings ($),Increased Investment ($),Increased Spending ($),Increased state tax revenue ($),Increased Value of Home Sales ($),Increased Value of Vehicle Sales ($),New Jobs Created,Growth in GDP ($)
"Cheyenne, WY",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Cheyenne, WY",Asian/Pacific Islander,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Cheyenne, WY",Hispanic,50%,345596.56,91156.93,254439.63,21359.6,883075.59,38568.14,2.086266455,418549.51
"Cheyenne, WY",Black,50%,89116.5,24072.25,65044.25,5402.4,217354.54,12501.48,0.536923227,107929.6
"Cheyenne, WY","White, Non-Hispanic",50%,1685371,498872.99,1186498.01,101910.56,4452272.24,151180.46,10.07361697,2041260.11
"Cheyenne, WY",All Students,50%,1877660.81,487999.62,1389661.19,114545.66,4516810.31,203295.47,11.34833207,2274005.57
"Chicago-Naperville-Joliet, IL-IN-WI",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Chicago-Naperville-Joliet, IL-IN-WI",Asian/Pacific Islander,50%,4994156.94,1570712.98,3423443.95,656818.04,15373209.97,264988.68,39.46859533,6974377.8
"Chicago-Naperville-Joliet, IL-IN-WI",Hispanic,50%,76634004.61,21050370.92,55583633.69,10253598.14,231687857.7,5189347.7,621.6664544,107601948.3
"Chicago-Naperville-Joliet, IL-IN-WI",Black,50%,97420484.32,27271943.01,70148541.31,12909243.52,289512211.1,6621798.33,787.6009662,136690683
"Chicago-Naperville-Joliet, IL-IN-WI","White, Non-Hispanic",50%,64528421.03,20117537.41,44410883.61,8604554.66,204801551.4,3519259.3,510.8965799,90148238.7
"Chicago-Naperville-Joliet, IL-IN-WI",All Students,50%,226605142.7,62525406.19,164079736.5,29183111.53,618824219.8,14499020.88,1836.784305,318123324.4
"Chico, CA",American Indian or Alaska Native,50%,157284.26,37360.52,119923.74,18678.83,444757.15,20820.64,1.278956198,203733.5
"Chico, CA",Asian/Pacific Islander,50%,91725.38,22853.34,68872.04,10870.31,267575.51,10616.88,0.741323624,118731.24
"Chico, CA",Hispanic,50%,663026.23,154347.69,508678.55,79757.24,1970428.67,85509.96,5.404796298,859074.84
"Chico, CA",Black,50%,102829.26,24209.02,78620.25,12149.55,280665.18,14487.72,0.837078564,133213.6
"Chico, CA","White, Non-Hispanic",50%,2398572.6,632871.42,1765701.18,292028.39,8344374.78,259843.65,19.23491767,3102031.07
"Chico, CA",All Students,50%,3375485.86,765796.27,2609689.59,402911.83,9428235.47,427219.35,27.60118842,4375123.28
"Cincinnati-Middletown, OH-KY-IN",American Indian or Alaska Native,50%,112555.53,30979.36,81576.17,11580.49,280073.62,6980.09,0.990088608,153082.25
"Cincinnati-Middletown, OH-KY-IN",Asian/Pacific Islander,50%,468884.51,143709.93,325174.58,47082.51,1151784.96,23427.6,4.046485838,635421.78
"Cincinnati-Middletown, OH-KY-IN",Hispanic,50%,941728.87,258924.59,682804.28,97268.45,2373253.51,55866.57,8.285321744,1280850.25
"Cincinnati-Middletown, OH-KY-IN",Black,50%,13989439.97,3712198.37,10277241.6,1463544.31,36059618,904696.53,123.7931614,19048061.08
"Cincinnati-Middletown, OH-KY-IN","White, Non-Hispanic",50%,32438588.69,9655447.53,22783141.16,3343966.66,85317554.1,1680694.73,281.4726585,44004839.4
"Cincinnati-Middletown, OH-KY-IN",All Students,50%,43544803.59,11378046.27,32166757.32,4401480.57,98393209.21,2667078.75,386.2716021,59318355.58
"Cleveland-Elyria-Mentor, OH",American Indian or Alaska Native,50%,113830.38,29566.09,84264.29,12758.66,254612.37,7052.15,0.997309837,154797.5
"Cleveland-Elyria-Mentor, OH",Asian/Pacific Islander,50%,845591.49,251361.51,594229.98,92882.06,1925041.01,42579.22,7.256551561,1145368.78
"Cleveland-Elyria-Mentor, OH",Hispanic,50%,5303153.31,1357596.59,3945556.72,594965.14,11798388.71,328437.25,46.55788638,7214580.84
"Cleveland-Elyria-Mentor, OH",Black,50%,30668003.67,7779849.77,22888153.9,3455553.94,68879973.26,1964167.68,269.5836643,41731932.15
"Cleveland-Elyria-Mentor, OH","White, Non-Hispanic",50%,27074035.23,7771152.36,19302882.87,3088957.75,68062795.93,1396589.28,233.6657148,36711954.44
"Cleveland-Elyria-Mentor, OH",All Students,50%,54291150.26,13585043.63,40706106.62,6154188.32,123488984.1,3355709.23,478.1385356,73904350.25
"Colorado Springs, CO",American Indian or Alaska Native,50%,462773.39,118846.02,343927.37,43119.11,1655393.63,24168.33,3.427190453,589395.29
"Colorado Springs, CO",Asian/Pacific Islander,50%,498154.68,129975.7,368178.99,46083.89,1747291.68,24084.98,3.682613724,634346.7
"Colorado Springs, CO",Hispanic,50%,2530056.98,616840.44,1913216.54,236535.05,8822857.24,131040.92,18.84334123,3224103.12
"Colorado Springs, CO",Black,50%,1870379.4,469902.1,1400477.3,174978.27,6696597.33,102335.5,13.88530459,2382709.48
"Colorado Springs, CO","White, Non-Hispanic",50%,11150074.66,3162646.95,7987427.71,1033030.09,42186242.65,483163.67,81.60816901,14184691.15
"Colorado Springs, CO",All Students,50%,14927778.97,3682024.06,11245754.91,1392064.52,51917972.97,772738.5,111.041502,19020466.05
"Columbia, SC",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Columbia, SC",Asian/Pacific Islander,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Columbia, SC",Hispanic,50%,1412018.54,369868.6,1042149.93,130082.13,3188544.05,93573.96,12.61850833,1856388.85
"Columbia, SC",Black,50%,14635960.91,3688728.23,10947232.68,1363646.04,33711833.53,1058970.65,131.4791942,19257491.5
"Columbia, SC","White, Non-Hispanic",50%,11759055.57,3390634.71,8368420.85,1083041.96,29309728.72,677286.05,103.6192004,15426506.4
"Columbia, SC",All Students,50%,26461137.24,6624793.99,19836343.25,2453424.53,59013354.68,1807133.27,237.9172163,34821381.56
"Columbus, GA",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Columbus, GA",Asian/Pacific Islander,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Columbus, GA",Hispanic,50%,222201.56,56988.66,165212.9,14648.12,527943.47,35972.18,1.616375748,274825.7
"Columbus, GA",Black,50%,3173661.17,797915.1,2375746.08,206864.79,6977886.13,620137.24,23.12646503,3925930.21
"Columbus, GA","White, Non-Hispanic",50%,2231194.25,639779.86,1591414.39,147667.74,5918346.78,326160.66,16.06175589,2756878.23
"Columbus, GA",All Students,50%,6220198.72,1546467.72,4673731,405639.04,13582195.7,1010400.33,45.37006364,7695307.72
"Columbus, OH",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Columbus, OH",Asian/Pacific Islander,50%,937306.43,283325.23,653981.2,101281.48,2260620.64,42476.52,8.24529654,1276579.75
"Columbus, OH",Hispanic,50%,2185937.07,585191.97,1600745.1,235703.36,4911004.88,116546.39,19.64540293,2989295.05
"Columbus, OH",Black,50%,18399588.06,4819921.96,13579666.1,1996150.02,41661755.44,1043385.3,165.9429523,25178627.53
"Columbus, OH","White, Non-Hispanic",50%,26152110.84,7682151.75,18469959.09,2920904.66,68229889.28,1212263.23,231.2830109,35654068.52
"Columbus, OH",All Students,50%,40154938.88,10351756.76,29803182.12,4317521.21,87690118.07,2210677.13,363.0715706,54976212.22
"Corpus Christi, TX",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Corpus Christi, TX",Asian/Pacific Islander,50%,138928.48,39280.61,99647.87,10066.14,216111.78,8947.47,1.069226416,177116.4
"Corpus Christi, TX",Hispanic,50%,12279816.14,2988257.78,9291558.36,902066.77,18093714.94,918879.26,96.6006546,15690382.79
"Corpus Christi, TX",Black,50%,898897.87,229128.99,669768.88,66290.47,1375558.14,68155.68,7.026371384,1147800.87
"Corpus Christi, TX","White, Non-Hispanic",50%,4164300.19,1180872.32,2983427.88,303606.53,6595849.42,259188.3,32.03447708,5308709.44
"Corpus Christi, TX",All Students,50%,16928661.67,4116843.08,12811818.59,1241791.97,24834082.44,1253085.11,133.1830274,21630583.58
"Cumberland, MD",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Cumberland, MD",Asian/Pacific Islander,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Cumberland, MD",Hispanic,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Cumberland, MD",Black,50%,114257.75,25075.88,89181.87,11446.59,319588.67,12419.34,0.900752128,141591.08
"Cumberland, MD","White, Non-Hispanic",50%,1006403.68,264349.26,742054.42,105276.23,3555926.38,85699.06,7.798715439,1245744.02
"Cumberland, MD",All Students,50%,915140.12,204686.24,710453.88,93084.45,2731209,93562.9,7.202560163,1133939.48
"Dallas-Fort Worth-Arlington, TX",American Indian or Alaska Native,50%,1499639.1,422471.9,1077167.2,136530.88,2468388.63,82232.51,11.32423964,2063304.14
"Dallas-Fort Worth-Arlington, TX",Asian/Pacific Islander,50%,5134871.63,1553777.95,3581093.68,463165.8,8685943.68,248580.33,38.31630028,7047086.68
"Dallas-Fort Worth-Arlington, TX",Hispanic,50%,98473509.88,26134860.9,72338648.98,8757561.46,144465195.3,5709025.34,750.4786728,135753450.7
"Dallas-Fort Worth-Arlington, TX",Black,50%,56207369.95,15249162.54,40958207.41,5143500.01,91374826.31,3261711.99,426.9438255,77431139.62
"Dallas-Fort Worth-Arlington, TX","White, Non-Hispanic",50%,77208118.04,23579751.55,53628366.49,7025854.36,134723673.1,3584707.08,575.1964078,105924179.1
"Dallas-Fort Worth-Arlington, TX",All Students,50%,240467918.3,64609438.93,175858479.4,21523041.55,363268617.4,13275867.82,1829.258273,331372714.7
"Davenport-Moline-Rock Island, IA",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Davenport-Moline-Rock Island, IA",Asian/Pacific Islander,50%,196215.24,54065.46,142149.78,19301.05,393414.19,18834.44,1.604813621,254342.07
"Davenport-Moline-Rock Island, IA",Hispanic,50%,770598.19,187616.13,582982.06,76589.03,1498845.54,91601.49,6.408522594,1001166.49
"Davenport-Moline-Rock Island, IA",Black,50%,1694159.42,410929.83,1283229.58,167789.76,3251560.97,211747.36,14.09574826,2201206.44
"Davenport-Moline-Rock Island, IA","White, Non-Hispanic",50%,5131186.06,1407913.9,3723272.16,519178.18,11184106.19,519739.06,41.99262636,6651798.96
"Davenport-Moline-Rock Island, IA",All Students,50%,6737004.83,1601955.69,5135049.14,659469.39,12310596.32,786116.62,56.19102295,8756305.04
"Dayton, OH",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dayton, OH",Asian/Pacific Islander,50%,306729.46,87621.54,219107.92,28516.48,692760.17,22264.41,2.633477884,402571.86
"Dayton, OH",Hispanic,50%,591621.65,151674.43,439947.23,55724.75,1318869.92,49185.55,5.158035103,778364.6
"Dayton, OH",Black,50%,7875133.09,1963542.72,5911590.37,745060.12,17574723.53,693746.49,68.91030338,10366902.39
"Dayton, OH","White, Non-Hispanic",50%,14606372.35,4098976.91,10507395.44,1405037.48,36215903.19,1056629.79,125.7388649,19178344.65
"Dayton, OH",All Students,50%,19935757.28,4849513.44,15086243.84,1900121.48,45041179.94,1699669.91,174.9944583,26256780.39
"Deltona-Daytona Beach-Ormond Beach, FL",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Deltona-Daytona Beach-Ormond Beach, FL",Asian/Pacific Islander,50%,147168.73,37755.45,109413.28,10906.99,344071.97,14243.31,1.257869543,191506.3
"Deltona-Daytona Beach-Ormond Beach, FL",Hispanic,50%,2419051.81,591665.15,1827386.65,177045.33,5340897.68,252921.61,20.77520774,3150250.66
"Deltona-Daytona Beach-Ormond Beach, FL",Black,50%,2793809.77,668068.55,2125741.21,201828.46,5886211.33,305396.49,24.04603966,3639556.53
"Deltona-Daytona Beach-Ormond Beach, FL","White, Non-Hispanic",50%,10456794.26,2815950.4,7640843.86,789090.55,26199676.49,930230.49,88.91811666,13596010.43
"Deltona-Daytona Beach-Ormond Beach, FL",All Students,50%,14718294.9,3425656.07,11292638.83,1079175.37,31823854.1,1545163.35,127.0009031,19181660.39
"Denver-Aurora, CO",American Indian or Alaska Native,50%,1115835.84,315003.88,800831.96,123176.46,4324438.93,64067.57,8.078117514,1496904.69
"Denver-Aurora, CO",Asian/Pacific Islander,50%,1637669.52,482170.25,1155499.27,179230.87,6347847.35,85590.85,11.7740829,2194087.9
"Denver-Aurora, CO",Hispanic,50%,30637082.41,8236737.2,22400345.2,3413407.5,118607496.7,1799206.84,223.4976384,41159369.5
"Denver-Aurora, CO",Black,50%,6415726.43,1781519.29,4634207.14,706432.88,24318786.01,385299.83,46.56909872,8611035.52
"Denver-Aurora, CO","White, Non-Hispanic",50%,30657058.84,9449207.67,21207851.17,3376703.47,126069442.1,1482411.29,218.6656099,41012189.56
"Denver-Aurora, CO",All Students,50%,64983519.8,17651822.54,47331697.26,7072814.19,231329249.3,3703917.62,473.3082563,87275963.02
"Des Moines-West Des Moines, IA",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Des Moines-West Des Moines, IA",Asian/Pacific Islander,50%,332066.24,93739.89,238326.34,33495.99,686336,17139.25,2.687962723,442717.58
"Des Moines-West Des Moines, IA",Hispanic,50%,809236.4,212293.49,596942.91,82894.33,1691841.21,46413.03,6.63171577,1080970.25
"Des Moines-West Des Moines, IA",Black,50%,503224.92,132509.26,370715.66,51646.09,1060517.91,29427.82,4.121456919,672139.4
"Des Moines-West Des Moines, IA","White, Non-Hispanic",50%,5881042.06,1737636.43,4143405.63,602212.52,13056595.5,281300.23,47.21540425,7830751.7
"Des Moines-West Des Moines, IA",All Students,50%,6698074.99,1737241.61,4960833.38,669195.82,12807105.45,379447.46,54.99110589,8949789.61
"Detroit-Warren-Livonia, MI",American Indian or Alaska Native,50%,1584078.84,436166.67,1147912.17,172176.34,4990029.69,89658.54,10.62224111,2059581.82
"Detroit-Warren-Livonia, MI",Asian/Pacific Islander,50%,2971082.59,939280.11,2031802.48,319590.56,9629417.8,130760.09,19.45811849,3850770.11
"Detroit-Warren-Livonia, MI",Hispanic,50%,5323664.12,1431513.2,3892150.92,562382.41,15511344.19,303030.34,35.83014669,6925146.07
"Detroit-Warren-Livonia, MI",Black,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Detroit-Warren-Livonia, MI","White, Non-Hispanic",50%,61759064.63,18568703.52,43190361.11,6816195.4,208109353.5,2949728.72,408.1362473,80140785.23
"Detroit-Warren-Livonia, MI",All Students,50%,133272392.2,35320908.57,97951483.67,13921199,375362483.6,7488168.49,898.9475647,173415550.9
"Dothan, AL",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dothan, AL",Asian/Pacific Islander,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dothan, AL",Hispanic,50%,133278.26,32071.82,101206.44,7490.23,255837.24,12936.99,1.098930908,170744.54
"Dothan, AL",Black,50%,1461344.35,336172.61,1125171.74,82087.22,2561799.27,158956.85,12.09948746,1873160.95
"Dothan, AL","White, Non-Hispanic",50%,2184747.09,593189.39,1591557.7,120463.73,4333775.1,184179.92,17.79564304,2794492.82
"Dothan, AL",All Students,50%,3526120.54,818242.37,2707878.17,198333.86,6383089.95,349285.88,29.17227484,4519341.32
"Dover, DE",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dover, DE",Asian/Pacific Islander,50%,111288.49,31820.46,79468.03,7500.5,414835.13,7632.47,0.822018801,140075.1
"Dover, DE",Hispanic,50%,216452.2,58063.96,158388.24,14161.46,725368.85,17325.11,1.611050008,272655.29
"Dover, DE",Black,50%,1833685.17,496330.47,1337354.7,125498.36,7050113.78,152840.68,13.63387136,2309563.9
"Dover, DE","White, Non-Hispanic",50%,2623622.79,781031.61,1842591.17,179877.1,10374260.2,187114.83,19.28021803,3300538.34
"Dover, DE",All Students,50%,4184653.52,1097310.36,3087343.16,275533.42,14221354.6,330690.48,31.22712523,5272636.23
"Dubuque, IA",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dubuque, IA",Asian/Pacific Islander,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dubuque, IA",Hispanic,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dubuque, IA",Black,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Dubuque, IA","White, Non-Hispanic",50%,617949.81,165816.64,452133.17,60656.41,1341216.34,65627.29,5.023964344,785123.18
"Dubuque, IA",All Students,50%,612587.54,140948.18,471639.36,58087.81,1062082.24,77382.54,5.070597218,779773.46
"Duluth, MN",American Indian or Alaska Native,50%,640635.93,151448.86,489187.07,70595.29,1749681.55,42331.46,5.54678631,827027.18
"Duluth, MN",Asian/Pacific Islander,50%,158810.34,38427.95,120382.39,17417.17,430926.79,10142.58,1.371306659,204948.87
"Duluth, MN",Hispanic,50%,145284.83,35099.61,110185.22,16055.06,405088.85,9339.23,1.254748703,187498.05
"Duluth, MN",Black,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Duluth, MN","White, Non-Hispanic",50%,5443560.6,1412850.28,4030710.32,604548.61,15988018.69,306747.44,46.60293373,7017823.06
"Duluth, MN",All Students,50%,4981019.25,1108918.18,3872101.07,552357.39,13548436.12,339899.64,43.41492865,6435421.89
"Durham-Chapel Hill, NC",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Durham-Chapel Hill, NC",Asian/Pacific Islander,50%,321105.84,99239.7,221866.15,28724.24,773690.35,21826.94,1.865709887,397164.24
"Durham-Chapel Hill, NC",Hispanic,50%,2417202.17,586609.96,1830592.21,221229.96,5593037.07,218879.06,14.37901627,2997980.19
"Durham-Chapel Hill, NC",Black,50%,8277902.8,2055127.35,6222775.45,762048.61,19831867.93,759855,49.14572132,10264452.12
"Durham-Chapel Hill, NC","White, Non-Hispanic",50%,4683275.9,1348066.33,3335209.57,428544.96,11819230.13,349836.2,27.4181174,5797670.3
"Durham-Chapel Hill, NC",All Students,50%,15541291.09,3859117.97,11682173.12,1421184.45,36245138.9,1383543.14,92.26676422,19270886.68
"Elmira, NY",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Elmira, NY",Asian/Pacific Islander,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Elmira, NY",Hispanic,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Elmira, NY",Black,50%,105697.79,26234.28,79463.51,12984.34,199706.16,30012.73,0.800756647,132493.77
"Elmira, NY","White, Non-Hispanic",50%,466285.86,130169.37,336116.49,68818.76,1332580.77,107320.52,3.481959787,583832.28
"Elmira, NY",All Students,50%,590237.54,141380.54,448857.01,71885.63,1084405.52,141213.89,4.489511535,740107
"El Paso, TX",American Indian or Alaska Native,50%,201821.08,47573.94,154247.13,18878.62,286997.89,13082.31,1.89775786,262119.99
"El Paso, TX",Asian/Pacific Islander,50%,165499.69,42629.13,122870.55,15345.94,242962.86,9399.78,1.544261162,214674.75
"El Paso, TX",Hispanic,50%,28612444.47,6184901.72,22427542.75,2675521.36,38491095.32,2024107.27,270.8985332,37203186.49
"El Paso, TX",Black,50%,905066.73,210420.65,694646.08,84262.91,1257211.38,61750.31,8.520167568,1175697.14
"El Paso, TX","White, Non-Hispanic",50%,2821135.98,727195.95,2093940.03,266286.2,4362693.31,159393.88,26.32197947,3659342.53
"El Paso, TX",All Students,50%,32789312.16,6963018.99,25826293.17,3072842.61,43944656.13,2280969.14,310.8570689,42643518.09
"Erie, PA",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Erie, PA",Asian/Pacific Islander,50%,106305.42,27760.18,78545.24,11712.47,225137.53,7925.22,0.959724868,138306.1
"Erie, PA",Hispanic,50%,328250.76,73919.53,254331.23,36610.98,673346.73,26455.62,3.011202644,428108.43
"Erie, PA",Black,50%,986469.86,220749.68,765720.18,109848.09,2007846.16,82375.81,9.055013341,1286689.09
"Erie, PA","White, Non-Hispanic",50%,4112972.48,1056018.31,3056954.17,466266.12,9389895.8,279691.32,37.20486435,5352681.06
"Erie, PA",All Students,50%,5939006.29,1295002.22,4644004.07,664938.02,12158154.82,496588.62,54.65305496,7749480
"Eugene-Springfield, OR",American Indian or Alaska Native,50%,179928.5,46192.59,133735.9,14835.53,581338.7,31240.36,1.650221854,238274.59
"Eugene-Springfield, OR",Asian/Pacific Islander,50%,113148.07,30284.43,82863.64,9381.48,370440.3,16960.98,1.032003764,149714.44
"Eugene-Springfield, OR",Hispanic,50%,473616.1,117798.42,355817.68,36488.33,1291193.6,73783.22,4.361392266,627579.51
"Eugene-Springfield, OR",Black,50%,92240.74,23502.41,68738.32,7476.76,286018.61,17594.73,0.846817604,122169.96
"Eugene-Springfield, OR","White, Non-Hispanic",50%,2869809.97,805141.02,2064668.95,241513.42,9728427.13,414510.03,26.00315074,3793522.87
"Eugene-Springfield, OR",All Students,50%,3387213.63,824295.44,2562918.19,262591.13,9386748.96,532287.22,31.2762385,4490162.91
"Evansville, IN",American Indian or Alaska Native,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Evansville, IN",Asian/Pacific Islander,50%,146954.49,43143.39,103811.1,13268.1,347696.01,12506.92,1.099403808,186265.33
"Evansville, IN",Hispanic,50%,135125.65,34790.05,100335.6,12309.2,294811.16,13452.68,1.031988003,171627.28
"Evansville, IN",Black,50%,662156.63,168317.95,493838.68,62209.26,1653972.33,67150.7,5.066399083,841183.03
"Evansville, IN","White, Non-Hispanic",50%,4774060.12,1367237.57,3406822.56,434828.51,11482072.36,390235.38,35.86429483,6053636.52
"Evansville, IN",All Students,50%,5045079.91,1260395.8,3784684.1,463186.14,11139035.1,489152.33,38.69694059,6410715.1
"Fargo, ND-MN ",American Indian or Alaska Native,50%,215420.15,50973.88,164446.27,19531.1,297397.59,11330.8,1.942710228,284878.71
"Fargo, ND-MN ",Asian/Pacific Islander,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Fargo, ND-MN ",Hispanic,50%,263279.84,62096.16,201183.68,23775.9,356388.81,13832.16,2.375317584,348192.55
"Fargo, ND-MN ",Black,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Fargo, ND-MN ","White, Non-Hispanic",50%,2122595.64,563266.49,1559329.15,190482.17,3040720.45,91802.93,18.84168534,2800179.42
"Fargo, ND-MN ",All Students,50%,2197354.6,504647.6,1692707,196162.28,2769427.4,115615.91,19.89161353,2907562.58
